A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
0	0	1	1	1	1	1	1	0	1	1	1	1	2179
1	1	0	0	0	0	0	0	1	0	0	0	6	2180
0	1	1	0	0	0	1	0	1	1	0	1	3	2181
1	0	1	1	1	0	1	1	0	0	0	0	5	2182
1	0	1	1	1	1	1	1	1	0	0	1	5	2183
1	1	1	1	1	0	1	0	1	0	0	0	7	2184
0	0	1	1	0	1	0	0	0	0	0	0	1	2185
1	1	0	1	1	0	0	1	0	0	0	0	6	2186
1	0	0	0	1	0	0	0	1	1	0	0	4	2187
1	0	1	1	0	1	1	1	1	1	1	1	5	2188
1	1	1	0	0	1	0	1	1	0	1	1	7	2189
1	0	1	1	0	0	1	0	0	1	1	0	5	2190
1	1	0	1	0	0	0	1	0	0	0	0	6	2191
0	1	0	1	1	1	1	0	0	0	0	1	2	2192
1	1	0	1	1	1	0	0	0	0	1	0	6	2194
1	1	0	1	0	0	0	1	1	1	0	1	6	2195
0	0	0	0	0	0	0	0	0	1	0	0	0	2196
0	1	0	1	1	0	1	0	0	0	1	0	2	2197
1	1	0	1	1	1	1	0	1	1	1	1	6	2198
0	0	0	0	0	1	0	1	0	0	0	0	0	2199
1	1	0	1	0	1	0	0	0	0	1	0	6	2200
0	0	1	1	0	0	0	1	1	0	0	0	1	2201
1	0	0	0	0	0	1	0	1	1	1	0	4	2202
0	0	0	0	0	1	1	1	0	0	1	0	0	2204
0	0	1	0	0	1	0	1	1	1	1	0	1	2205
0	1	1	0	1	1	0	1	0	1	0	0	3	2206
0	0	1	1	0	0	0	1	1	0	0	0	1	2207
1	1	0	0	1	0	1	0	1	1	0	1	6	2208
1	0	1	0	0	0	1	1	1	1	0	1	5	2209
1	1	1	0	1	1	0	0	0	1	1	1	7	2210
1	1	1	1	0	0	0	0	1	1	0	0	7	2211
0	1	0	0	1	1	0	1	0	1	0	1	2	2212
0	1	1	0	1	0	1	1	1	1	1	1	3	2213
1	1	1	0	1	1	0	0	0	1	1	1	7	2214
1	0	0	0	1	0	0	1	0	0	1	1	4	2215
1	1	1	0	0	1	0	1	1	1	1	1	7	2216
0	0	1	0	1	1	1	1	1	0	1	1	1	2217
0	1	0	1	0	1	0	1	1	1	0	1	2	2218
1	1	0	1	0	0	1	1	0	1	1	1	6	2219
0	1	1	0	0	1	0	1	1	1	0	0	3	2221
1	1	1	1	1	1	0	0	1	0	0	0	7	2222
0	0	0	1	0	0	1	0	0	0	0	1	0	2223
0	1	0	1	1	1	0	0	0	0	0	1	2	2224
0	1	1	0	0	0	1	1	0	1	1	1	3	2225
1	0	1	1	0	1	0	1	1	1	0	1	5	2226
1	0	0	1	0	1	0	1	1	1	0	1	4	2227
0	1	1	0	0	0	0	1	1	1	0	0	3	2229
1	0	1	0	0	1	0	1	0	1	0	0	5	2230
1	1	0	1	1	1	1	0	0	1	1	1	6	2232
0	1	1	0	1	0	0	1	0	1	1	0	3	2233
0	1	1	0	1	0	0	0	1	0	0	0	3	2234
1	1	1	1	0	1	0	0	1	1	1	1	7	2235
1	1	0	0	0	0	0	1	1	0	0	0	6	2236
1	1	0	1	0	0	1	0	1	1	0	1	6	2237
0	1	1	1	0	0	1	1	1	1	1	1	3	2238
0	1	0	0	1	0	1	1	1	1	0	0	2	2239
0	1	0	1	0	0	0	0	0	0	1	0	2	2240
1	1	1	0	1	0	0	1	1	1	0	0	7	2241
1	0	1	1	1	1	1	0	0	1	0	0	5	2242
1	0	0	0	0	0	0	1	1	1	1	1	4	2243
0	0	1	0	1	0	1	1	1	0	0	1	1	2244
1	1	1	0	1	0	0	0	0	0	0	0	7	2245
1	1	1	1	0	1	1	0	0	0	0	0	7	2247
1	1	1	1	0	1	0	1	1	1	0	0	7	2248
1	1	1	0	1	0	1	1	1	1	1	1	7	2249
0	1	1	1	0	1	1	1	0	1	1	1	3	2251
0	1	0	1	0	0	1	0	1	1	0	0	2	2252
1	1	1	0	1	0	0	0	1	1	0	0	7	2253
1	0	1	1	0	0	1	0	1	1	1	1	5	2254
1	0	1	1	0	0	1	1	1	0	1	1	5	2255
0	0	0	0	0	0	0	1	0	1	0	0	0	2256
0	0	0	1	1	1	0	0	1	0	1	1	0	2257
1	1	1	1	1	0	0	1	1	0	0	0	7	2258
0	1	0	0	1	1	0	1	1	1	1	1	2	2259
1	0	1	1	1	1	1	0	1	0	0	1	5	2260
0	1	0	0	0	1	1	1	0	1	0	1	2	2261
0	1	0	0	1	0	0	1	1	0	0	0	2	2262
0	1	1	0	0	0	0	0	0	0	0	0	3	2263
1	0	1	0	0	1	0	0	0	0	1	0	5	2264
1	0	1	0	0	0	1	1	1	0	0	1	5	2265
1	1	0	0	1	0	1	1	0	0	1	0	6	2266
1	0	1	0	1	0	1	0	0	1	0	0	5	2267
1	1	1	0	0	0	0	1	0	0	0	0	7	2268
1	0	1	0	1	0	0	0	1	1	1	1	5	2269
0	0	0	1	1	0	0	1	0	1	0	1	0	2271
1	0	1	0	0	0	1	1	1	1	1	1	5	2272
1	1	0	1	1	1	0	1	1	0	1	0	6	2273
1	0	1	1	0	0	0	0	1	1	1	1	5	2274
0	0	0	1	0	0	0	0	1	0	1	1	0	2275
1	1	0	1	1	0	0	1	1	0	0	0	6	2276
0	0	1	1	0	0	0	1	0	0	0	0	1	2277
1	0	1	0	0	0	0	1	1	0	1	1	5	2278
1	0	0	1	1	0	0	0	0	1	0	0	4	2279
0	0	0	0	1	1	1	1	1	0	0	0	0	2280
0	0	1	1	1	1	0	1	0	0	1	1	1	2281
1	0	1	0	0	0	0	1	0	0	0	0	5	2282
1	1	0	0	1	1	0	1	0	1	1	1	6	2283
0	1	0	0	0	0	1	1	0	0	1	0	2	2284
0	1	1	1	0	1	1	1	0	1	1	1	3	2285
1	0	0	0	1	0	1	0	0	1	0	0	4	2286
0	1	1	1	0	1	1	0	0	1	1	1	3	2287
1	0	0	0	0	1	1	0	0	0	1	0	4	2288
0	0	0	1	1	0	1	1	1	1	1	1	0	2289
0	1	0	0	1	1	0	1	1	0	1	1	2	2290
0	1	0	0	1	0	0	1	0	1	1	0	2	2291
1	0	1	0	0	0	0	0	1	0	0	1	5	2292
1	1	0	1	1	1	0	0	0	1	0	1	6	2293
0	1	0	1	1	1	0	0	0	1	1	1	2	2294
1	0	0	0	0	1	1	1	1	1	1	1	4	2296
0	1	1	1	0	0	0	0	0	0	0	0	3	2298
0	0	1	1	0	1	0	1	1	0	0	0	1	2299
0	0	0	1	1	1	0	0	1	1	1	1	0	2300
0	1	1	1	1	1	1	0	1	1	1	1	3	2301
1	0	0	0	0	1	0	0	0	0	1	0	4	2302
0	0	1	1	1	0	0	0	0	0	0	1	1	2303
1	0	1	1	0	1	0	0	0	1	1	0	5	2304
0	1	1	1	0	1	0	1	0	1	0	0	3	2305
0	0	0	1	0	1	1	1	0	0	1	1	0	2306
1	0	0	0	0	0	0	0	0	0	0	0	4	2307
0	0	1	1	1	0	1	1	0	1	0	1	1	2308
0	0	1	1	0	0	0	1	1	0	0	0	1	2309
0	1	1	0	0	0	0	0	1	1	1	0	3	2310
0	0	0	0	1	1	1	0	1	1	1	0	0	2311
0	0	0	0	0	0	1	1	1	1	0	0	0	2312
1	1	0	1	1	0	1	1	1	0	0	0	6	2313
0	1	0	1	1	1	1	0	0	1	1	1	2	2314
1	0	0	1	0	1	1	0	1	0	1	0	4	2315
0	1	0	1	1	0	1	1	0	1	1	0	2	2316
1	1	0	0	0	0	0	0	1	1	1	1	6	2317
1	0	0	0	0	1	0	1	1	0	1	1	4	2318
0	0	1	0	0	0	0	1	1	0	1	0	1	2319
1	0	0	0	0	0	1	0	1	0	0	0	4	2320
1	0	0	0	1	0	1	0	1	0	0	0	4	2321
1	1	0	1	1	1	0	1	1	0	1	0	6	2322
0	0	0	0	1	0	1	1	0	0	1	0	0	2323
1	0	0	0	1	0	1	1	1	0	0	1	4	2324
0	1	1	1	0	1	0	1	1	1	1	0	3	2325
0	0	1	1	1	0	1	1	1	0	0	1	1	2326
0	1	1	1	0	0	0	0	1	0	0	0	3	2328
1	1	1	1	1	0	0	1	1	1	0	0	7	2330
1	0	0	0	1	1	1	1	0	1	0	1	4	2331
0	0	1	0	0	1	1	1	1	0	0	0	1	2332
0	1	1	1	0	1	0	1	1	1	0	0	3	2333
1	0	0	1	1	1	0	1	1	1	1	1	4	2334
0	0	0	1	0	1	1	0	1	1	0	1	0	2335
1	1	1	1	0	1	1	1	1	1	1	1	7	2336
0	1	0	1	0	1	0	0	1	0	0	1	2	2337
0	0	1	0	1	0	0	0	0	0	0	1	1	2338
1	1	1	1	0	1	0	1	1	1	0	0	7	2339
0	1	1	0	1	1	0	1	1	1	1	0	3	2340
0	0	0	1	0	0	0	1	1	0	1	1	0	2341
1	1	0	0	1	1	0	0	0	1	1	1	6	2342
0	1	1	1	1	1	1	1	0	1	1	1	3	2343
1	0	1	1	1	0	0	0	1	0	1	1	5	2344
1	0	1	0	0	0	0	0	0	1	0	0	5	2345
0	0	0	1	0	1	1	1	0	1	0	1	0	2347
0	0	0	0	1	0	1	0	0	0	0	0	0	2348
0	1	0	1	1	0	1	1	1	0	1	0	2	2349
0	0	0	0	1	0	1	1	0	0	1	0	0	2350
0	0	1	0	0	1	1	0	1	0	1	0	1	2351
0	1	0	1	1	0	1	1	0	0	1	0	2	2352
0	0	0	0	0	1	0	0	1	1	1	0	0	2353
1	1	0	1	1	1	0	1	1	1	0	1	6	2354
0	0	0	1	1	1	1	1	1	1	0	1	0	2355
1	1	1	0	0	1	0	1	1	0	1	1	7	2357
0	1	1	1	0	0	0	1	0	0	1	0	3	2358
0	1	0	0	0	1	0	1	1	0	0	1	2	2359
0	0	1	1	0	1	1	0	1	1	0	0	1	2360
0	0	0	1	0	1	1	0	0	0	0	1	0	2362
1	1	1	0	1	1	0	1	0	0	1	1	7	2363
1	1	0	1	1	0	1	1	0	1	1	1	6	2364
0	0	1	1	0	0	1	1	0	0	1	0	1	2365
0	0	1	1	1	1	1	0	1	1	1	1	1	2366
0	0	0	0	0	1	1	0	0	0	0	0	0	2367
0	0	0	1	0	0	1	0	1	0	0	1	0	2368
0	0	0	1	1	0	1	0	0	0	0	1	0	2369
0	0	0	1	0	0	0	1	1	1	1	1	0	2370
1	0	0	0	0	1	0	1	1	0	1	1	4	2371
1	0	0	1	1	1	1	0	0	1	0	0	4	2372
0	1	1	1	0	1	1	1	1	1	0	1	3	2373
0	0	1	1	0	1	1	1	1	0	1	0	1	2374
1	1	1	0	1	1	1	1	1	1	1	1	7	2375
0	1	1	1	0	0	1	0	0	1	1	1	3	2376
1	0	1	0	0	0	1	1	0	1	0	0	5	2377
1	0	0	1	0	1	1	1	0	0	0	1	4	2378
0	1	0	1	0	1	1	0	1	0	0	1	2	2379
1	1	0	0	0	0	0	0	0	1	1	1	6	2380
1	0	0	1	0	1	0	0	1	0	0	0	4	2381
0	1	0	0	0	0	1	1	0	1	0	0	2	2382
1	0	1	0	0	0	1	0	0	1	0	0	5	2383
1	0	1	1	0	1	0	1	0	0	1	0	5	2384
1	0	1	0	0	0	1	0	0	0	1	0	5	2385
1	0	0	0	0	1	1	0	0	1	1	0	4	2386
1	0	0	1	0	1	0	0	0	0	0	0	4	2387
1	0	0	1	0	0	1	0	0	0	0	0	4	2388
1	0	0	0	0	1	1	0	1	1	1	0	4	2389
1	0	0	0	1	1	0	1	0	0	0	1	4	2390
0	0	1	0	1	0	1	1	0	0	1	1	1	2391
1	1	0	0	0	0	0	1	1	0	1	0	6	2392
0	1	1	0	1	1	1	1	1	0	0	1	3	2393
0	1	0	0	1	0	0	1	0	1	1	0	2	2394
0	0	0	1	1	1	0	0	1	1	0	1	0	2395
0	1	1	1	0	0	0	0	0	1	1	0	3	2396
1	1	1	1	1	0	1	0	1	0	1	1	7	2397
0	1	1	1	0	0	1	1	0	1	1	1	3	2398
0	0	0	1	0	0	0	0	0	1	0	1	0	2399
1	0	0	1	0	1	0	0	0	0	0	0	4	2400
1	1	0	0	0	1	1	0	1	1	0	1	6	2402
0	0	0	0	1	1	0	1	0	0	0	0	0	2403
1	0	1	0	1	0	1	1	0	1	1	0	5	2405
1	1	1	0	0	0	1	1	1	0	1	1	7	2406
0	1	0	1	1	0	0	1	0	0	1	0	2	2407
0	0	0	1	1	1	0	1	1	1	0	1	0	2408
0	1	1	0	0	1	1	0	0	0	0	1	3	2409
1	1	0	1	0	1	1	0	1	1	0	1	6	2410
0	1	1	0	1	0	0	1	0	0	0	0	3	2411
1	1	0	0	0	0	1	0	0	0	0	0	6	2413
1	1	0	0	0	1	0	0	0	0	1	0	6	2414
1	1	1	0	0	1	0	1	1	0	0	0	7	2415
1	0	0	1	1	0	1	0	0	0	1	0	4	2416
1	0	0	1	1	0	0	1	1	0	0	1	4	2419
0	1	0	0	0	0	0	0	1	1	1	0	2	2420
0	0	1	1	0	0	1	0	1	0	0	0	1	2421
0	1	1	0	0	1	0	0	0	1	0	0	3	2422
0	1	0	0	1	0	1	0	1	0	0	0	2	2423
1	1	1	0	1	1	1	1	0	1	0	0	7	2424
0	1	1	1	1	0	0	0	1	1	0	0	3	2425
0	1	1	0	0	0	1	0	1	0	0	1	3	2426
0	1	0	0	0	0	0	0	1	1	1	0	2	2427
0	1	0	0	1	1	0	1	0	0	1	1	2	2428
0	0	1	1	1	0	0	1	0	0	1	1	1	2429
1	0	1	1	1	1	0	0	1	0	1	1	5	2430
1	0	1	1	1	1	1	1	0	1	1	0	5	2431
1	1	1	0	1	1	0	0	1	1	1	1	7	2432
0	0	0	0	1	1	0	1	1	0	1	0	0	2433
1	0	1	0	1	0	0	1	1	1	1	1	5	2434
1	0	1	0	0	1	0	0	0	1	1	0	5	2435
0	0	0	1	1	1	0	1	1	0	0	1	0	2437
1	1	0	0	1	0	1	0	1	1	1	1	6	2438
1	0	0	0	0	0	1	0	1	1	0	0	4	2439
1	0	1	1	0	1	0	1	0	0	0	0	5	2440
1	1	1	0	0	0	0	0	1	0	1	1	7	2441
1	1	0	0	0	1	0	0	1	0	0	0	6	2443
1	1	1	0	0	1	1	1	1	0	1	1	7	2444
0	0	1	0	0	0	0	0	1	1	1	0	1	2447
1	1	0	0	0	0	1	1	0	1	0	1	6	2448
0	1	1	1	0	0	1	0	1	1	1	1	3	2449
1	0	1	1	0	1	1	0	1	1	1	1	5	2450
1	0	0	0	0	0	0	0	1	1	0	0	4	2451
1	0	0	0	0	0	0	1	0	0	0	1	4	2453
0	0	0	1	0	0	0	0	1	0	0	1	0	2454
1	1	0	0	0	1	1	1	1	1	1	1	6	2455
1	1	0	0	1	0	0	0	1	1	0	1	6	2456
0	1	1	0	1	0	1	1	0	0	0	1	3	2457
0	0	0	0	0	0	0	1	1	0	0	0	0	2458
1	0	1	0	0	1	1	1	0	0	1	0	5	2459
1	0	1	0	1	1	1	0	0	1	1	0	5	2460
0	1	1	1	0	1	0	0	1	1	0	0	3	2461
1	1	0	1	0	0	1	1	0	0	1	0	6	2462
1	0	0	0	1	0	0	1	0	1	0	1	4	2463
0	0	0	1	0	0	0	0	0	1	1	1	0	2464
1	0	0	1	1	0	1	1	0	0	1	1	4	2465
1	0	0	1	1	0	1	1	1	0	1	1	4	2467
0	0	1	0	0	0	1	0	1	1	0	0	1	2469
0	1	1	0	1	0	0	0	1	1	1	0	3	2470
1	0	0	0	1	0	0	1	0	0	0	1	4	2471
0	0	1	1	1	1	1	1	1	0	1	1	1	2472
0	1	0	1	1	1	1	0	0	0	0	1	2	2473
1	1	1	0	1	1	0	0	1	1	0	0	7	2474
0	0	0	0	0	1	0	0	0	1	0	0	0	2476
1	0	1	1	0	0	1	0	0	0	1	0	5	2477
1	0	0	0	1	0	1	0	0	0	0	0	4	2478
0	1	0	1	0	1	1	0	0	1	0	1	2	2479
0	1	1	0	1	0	0	1	1	0	0	0	3	2480
0	0	0	0	1	0	0	0	1	0	0	0	0	2482
1	0	1	0	1	0	0	1	0	1	0	0	5	2483
0	0	0	1	0	0	0	1	1	0	1	1	0	2485
0	0	0	1	1	1	0	1	1	1	1	1	0	2486
0	1	1	0	1	0	1	1	1	1	0	1	3	2487
1	1	1	1	0	0	0	1	1	0	1	1	7	2488
0	0	1	0	1	0	1	1	1	1	1	1	1	2489
0	1	0	0	1	1	1	0	0	0	0	1	2	2490
0	1	1	1	0	1	0	1	1	1	0	0	3	2491
0	0	0	0	1	0	0	1	0	1	0	0	0	2492
0	1	1	1	0	0	0	0	1	1	1	0	3	2493
1	1	1	1	1	0	0	0	1	0	1	1	7	2495
0	0	0	0	0	1	0	1	1	1	0	0	0	2496
0	1	1	0	0	0	0	0	1	0	1	0	3	2497
0	1	1	1	0	1	1	1	1	0	0	1	3	2498
0	1	0	1	0	0	1	0	1	0	0	0	2	2499
0	0	1	0	1	0	0	1	1	0	1	1	1	2500
0	0	0	1	0	1	0	1	0	1	1	1	0	2501
0	0	0	1	1	1	0	0	0	1	0	1	0	2503
1	1	1	1	1	0	0	1	0	1	1	1	7	2504
1	0	0	0	0	0	1	1	0	1	0	1	4	2505
1	1	0	1	1	0	0	0	1	1	0	1	6	2506
1	0	1	1	0	0	0	1	0	1	0	0	5	2507
1	0	1	1	1	1	0	0	1	1	1	1	5	2508
0	1	0	1	1	0	0	1	0	1	1	0	2	2509
0	0	1	0	0	0	0	0	0	1	1	0	1	2510
1	0	1	1	0	0	1	1	0	1	1	0	5	2511
0	1	0	0	1	1	0	0	1	0	0	1	2	2512
1	0	1	1	0	0	0	0	0	0	0	0	5	2513
0	1	1	1	1	0	1	1	1	0	0	1	3	2514
1	0	0	1	1	1	0	1	0	1	0	1	4	2515
0	1	0	1	0	0	0	1	0	0	1	0	2	2516
1	0	0	1	0	1	0	1	0	1	1	1	4	2517
0	1	1	0	0	1	0	1	1	1	1	0	3	2518
1	0	0	0	0	1	1	1	0	1	1	1	4	2519
1	0	0	1	1	0	0	1	1	0	1	1	4	2520
1	1	1	1	0	0	0	1	1	1	0	0	7	2521
1	1	1	1	0	1	1	1	0	1	1	1	7	2522
0	0	1	1	0	0	1	1	0	1	1	0	1	2523
0	0	0	1	1	1	1	1	1	0	1	1	0	2524
1	0	0	1	1	0	0	0	0	0	1	0	4	2526
1	0	1	1	0	1	0	1	0	1	0	0	5	2527
0	1	1	0	0	0	0	0	1	1	0	0	3	2529
0	0	0	0	1	0	1	0	0	0	1	0	0	2530
1	1	1	0	0	0	0	1	0	1	1	1	7	2531
0	1	1	1	1	0	1	1	0	1	0	1	3	2532
0	1	1	0	0	1	0	1	1	1	1	0	3	2533
0	1	1	1	0	1	0	0	1	1	1	0	3	2534
1	0	1	0	0	1	1	0	1	1	1	1	5	2535
1	0	0	0	1	1	1	0	1	1	0	0	4	2536
0	0	0	1	1	1	1	0	1	1	0	1	0	2537
0	0	1	1	1	1	1	1	1	0	0	1	1	2538
0	0	1	1	0	0	0	0	0	1	0	0	1	2539
0	1	1	1	1	1	1	1	0	0	1	1	3	2540
1	1	0	0	0	1	0	1	0	1	0	1	6	2541
0	1	1	1	1	0	0	0	1	1	1	0	3	2542
0	1	0	0	0	1	0	0	1	1	0	1	2	2543
0	0	0	1	1	1	0	1	1	0	0	1	0	2544
0	0	1	1	0	0	0	1	0	0	1	0	1	2545
0	0	1	0	0	0	0	1	1	0	1	0	1	2546
0	0	0	1	1	0	0	1	0	0	0	1	0	2548
0	0	1	1	1	0	0	1	0	0	1	1	1	2549
1	1	1	1	0	0	0	1	0	0	1	1	7	2550
1	0	0	0	1	0	0	0	0	0	0	0	4	2551
0	0	1	1	1	0	1	0	1	0	0	1	1	2552
1	1	1	0	0	1	0	1	1	0	1	1	7	2553
0	0	1	0	1	0	1	1	0	0	0	1	1	2554
0	1	1	0	1	1	1	0	1	0	0	1	3	2555
1	0	0	0	0	1	0	1	1	0	0	1	4	2556
0	0	1	0	0	1	0	1	0	1	1	0	1	2557
0	0	1	1	0	0	1	1	0	0	1	0	1	2558
1	0	1	1	0	0	1	1	0	0	1	0	5	2559
0	1	0	0	1	1	1	1	1	1	1	1	2	2560
1	1	1	1	0	1	0	0	0	1	1	1	7	2563
1	0	1	1	1	0	0	0	1	0	0	1	5	2564
0	1	1	0	0	1	1	1	1	1	0	1	3	2565
1	0	1	1	0	1	0	0	1	0	0	1	5	2566
0	0	1	1	0	1	1	0	0	0	1	0	1	2567
1	0	0	1	0	1	1	0	1	1	0	0	4	2568
0	0	1	1	0	1	1	1	0	0	0	0	1	2569
0	0	0	0	0	1	0	1	1	1	1	0	0	2570
1	1	0	0	1	0	1	0	1	0	1	0	6	2571
1	0	0	1	1	0	0	1	1	1	1	1	4	2572
0	0	0	1	1	0	1	1	0	0	1	1	0	2573
1	0	1	1	1	0	1	0	1	1	0	1	5	2574
1	0	1	0	0	0	0	0	0	0	0	0	5	2575
1	0	1	1	1	0	1	0	1	1	1	1	5	2576
0	0	0	0	0	1	1	1	0	0	0	0	0	2577
0	1	0	1	1	0	0	1	1	0	0	0	2	2578
1	0	1	0	0	1	0	1	0	0	1	0	5	2579
0	0	1	0	1	0	0	0	0	0	1	1	1	2580
1	0	0	0	0	0	0	1	0	0	1	1	4	2581
0	0	1	1	1	0	0	1	0	0	1	1	1	2582
1	0	1	1	0	0	0	0	0	1	1	0	5	2583
0	0	0	1	0	0	0	0	0	1	0	1	0	2584
1	1	0	1	1	0	0	0	0	1	1	1	6	2585
0	1	0	1	1	1	0	0	0	1	1	1	2	2586
1	0	0	1	1	1	1	0	1	0	1	0	4	2587
1	0	1	1	1	1	1	0	1	1	1	1	5	2588
1	0	0	1	1	0	1	0	0	0	1	0	4	2589
1	0	1	1	0	1	0	0	0	1	0	0	5	2590
0	0	1	1	0	1	0	0	1	0	0	0	1	2591
1	1	1	0	0	1	0	0	1	0	1	1	7	2592
1	0	0	0	1	0	1	1	1	1	0	1	4	2594
1	1	0	1	0	0	1	0	0	0	1	0	6	2595
1	1	1	1	0	1	0	1	0	1	0	0	7	2596
1	1	0	1	1	0	0	1	1	1	1	1	6	2597
1	1	0	0	0	1	0	1	0	1	1	1	6	2599
1	0	1	1	0	0	0	1	1	1	1	1	5	2600
1	0	0	1	1	0	1	0	0	1	1	0	4	2602
0	1	1	0	1	0	1	1	0	0	0	1	3	2603
0	0	1	0	0	1	1	1	0	1	1	0	1	2604
1	1	1	0	1	1	0	1	1	0	1	1	7	2605
0	0	1	0	0	1	0	0	1	0	1	0	1	2606
0	0	0	0	1	1	0	0	1	1	0	0	0	2608
1	0	0	0	1	0	0	1	0	1	1	1	4	2609
1	0	1	1	0	0	1	0	0	0	1	0	5	2610
1	0	1	1	0	0	1	0	1	0	1	1	5	2611
1	1	1	1	1	1	0	0	1	0	1	1	7	2612
0	0	0	0	1	1	0	0	1	0	0	0	0	2613
1	1	0	0	1	1	0	1	0	1	0	1	6	2614
1	0	0	0	1	1	1	1	0	1	0	1	4	2615
1	1	1	0	1	0	1	0	0	1	1	1	7	2616
0	0	1	0	0	1	1	0	0	1	1	0	1	2617
0	1	0	0	1	0	1	1	1	0	0	0	2	2618
0	0	1	1	1	0	0	1	1	1	1	1	1	2619
1	1	0	0	0	1	0	1	1	1	0	1	6	2620
0	1	0	1	0	1	1	0	0	1	1	1	2	2622
1	1	0	1	1	1	0	1	1	0	0	0	6	2623
1	1	0	1	0	0	0	0	0	1	0	1	6	2624
1	1	1	1	0	0	0	1	0	1	1	1	7	2626
1	1	1	1	1	1	1	1	0	1	0	0	7	2627
1	1	1	1	0	0	1	1	1	1	0	0	7	2628
0	1	1	0	1	1	0	0	1	0	1	0	3	2630
1	0	0	0	1	0	0	1	1	1	0	1	4	2631
1	0	1	1	1	1	1	1	1	1	0	1	5	2632
0	1	1	1	0	1	1	1	0	1	0	1	3	2634
1	0	1	1	1	1	1	1	0	1	1	0	5	2635
0	0	1	0	0	1	0	0	0	1	1	0	1	2636
1	1	1	1	0	1	1	1	0	1	1	1	7	2637
0	0	0	0	0	1	1	0	1	0	1	0	0	2638
1	1	1	0	1	1	0	0	0	0	1	1	7	2639
0	0	0	1	0	0	1	1	1	0	1	1	0	2640
0	1	1	0	1	0	1	1	0	0	1	1	3	2641
0	0	0	0	0	1	0	1	0	0	0	0	0	2642
1	1	1	0	1	1	0	1	0	0	1	1	7	2643
0	1	1	1	1	1	1	0	0	0	0	1	3	2644
1	0	1	1	1	1	0	1	1	0	1	1	5	2645
1	1	1	1	0	0	1	1	0	1	0	0	7	2646
1	0	1	0	0	1	0	0	1	1	1	1	5	2647
0	0	1	1	0	1	1	1	0	0	0	0	1	2648
0	0	0	1	1	1	1	1	1	0	0	1	0	2649
1	1	1	0	0	0	0	1	1	1	0	0	7	2650
1	1	1	1	0	1	1	0	0	1	1	1	7	2651
0	0	1	0	1	1	0	0	1	0	1	1	1	2652
0	0	1	1	0	1	1	1	1	0	0	0	1	2653
1	1	0	0	0	0	1	1	1	1	0	1	6	2654
1	1	1	0	1	0	0	0	1	1	1	1	7	2655
0	1	0	1	1	0	1	1	1	0	0	0	2	2656
1	0	1	1	1	1	0	1	0	0	0	0	5	2658
0	0	1	1	0	0	0	0	1	0	0	0	1	2659
1	1	0	0	0	1	0	1	0	1	1	1	6	2660
0	1	0	1	1	1	0	0	1	1	0	1	2	2661
1	0	1	0	0	1	1	1	1	0	1	1	5	2662
1	0	1	1	0	0	1	0	1	0	1	1	5	2663
1	0	0	0	0	1	1	0	0	0	1	0	4	2664
0	0	1	1	0	0	1	1	0	1	1	0	1	2665
0	1	0	1	1	1	1	0	1	1	1	1	2	2666
1	0	1	1	1	0	1	1	0	1	1	0	5	2667
0	0	0	1	0	0	1	1	1	0	0	1	0	2668
0	1	0	1	0	0	1	1	0	0	1	0	2	2669
1	0	1	1	1	0	0	1	1	0	1	1	5	2670
1	1	0	0	0	1	0	0	1	0	0	0	6	2671
0	0	1	1	1	0	0	1	0	0	0	1	1	2672
1	1	0	1	0	0	1	1	0	0	1	0	6	2673
0	1	0	0	1	0	0	0	0	1	0	0	2	2674
1	0	0	1	0	0	1	1	1	1	0	1	4	2675
1	1	1	1	1	1	0	1	0	1	0	0	7	2676
0	0	1	1	1	1	0	0	0	0	1	1	1	2677
1	1	1	1	0	1	1	0	1	1	1	1	7	2678
1	1	1	0	1	0	1	0	1	1	0	0	7	2679
0	0	0	1	1	1	0	1	0	1	0	1	0	2680
0	0	0	0	0	0	0	1	0	1	1	0	0	2681
1	1	1	1	1	0	0	0	1	1	0	0	7	2682
1	1	1	1	1	1	0	0	0	0	1	1	7	2683
1	0	0	1	1	0	1	1	0	1	1	1	4	2684
1	1	1	0	1	1	1	0	1	1	0	0	7	2685
0	0	0	1	1	0	1	1	0	0	0	1	0	2688
0	1	0	0	0	0	0	0	0	0	0	0	2	2689
1	0	0	1	0	0	1	1	0	1	0	1	4	2690
1	1	1	0	1	1	0	0	0	0	1	1	7	2691
0	1	1	1	0	0	1	0	1	0	0	1	3	2693
0	0	0	0	0	0	0	1	1	0	1	0	0	2694
1	1	0	1	0	0	0	0	1	0	0	0	6	2695
0	1	1	1	1	0	1	0	1	0	0	1	3	2696
1	1	1	0	1	1	1	1	1	1	1	1	7	2697
1	0	0	1	0	0	0	1	0	1	1	1	4	2698
1	0	0	0	1	1	0	0	0	0	0	0	4	2699
1	1	1	0	0	0	0	0	1	0	1	1	7	2700
0	1	1	1	0	1	0	0	1	1	1	0	3	2701
1	1	1	0	0	0	1	0	0	1	1	1	7	2702
1	1	0	0	1	1	0	1	0	1	0	1	6	2703
1	0	1	0	1	1	0	0	1	1	1	1	5	2704
1	0	0	0	1	0	1	1	0	1	1	1	4	2705
0	0	0	1	1	1	0	1	1	1	0	1	0	2706
1	1	0	1	1	1	1	1	0	1	0	1	6	2707
