A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	340
1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	14	341
1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	9	342
1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	15	343
1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	8	344
1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	10	345
0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	346
1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	9	348
0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	349
0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	6	350
1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	9	351
1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	8	352
1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	9	353
0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	5	354
1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	12	356
1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	8	357
1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	15	358
0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	359
1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	13	360
0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	361
0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	362
0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	363
1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	14	364
0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	5	365
0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	5	366
0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	3	367
1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	8	368
1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	13	369
1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	11	370
0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	7	371
1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	15	372
1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	15	373
1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	11	374
0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	376
0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	2	379
0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	7	380
1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	12	381
1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	12	382
0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	6	383
1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	15	384
0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	2	385
0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	6	386
1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	13	387
0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	7	388
0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	4	390
1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	8	391
0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	392
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	4	393
1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	13	394
0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	5	395
1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	10	396
1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	12	397
0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	6	399
1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	0	10	400
1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	10	401
0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	6	403
1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	9	405
0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	6	406
1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1	14	407
0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	408
1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	10	409
0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	5	410
0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	411
0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	412
1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	8	413
1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	10	415
1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	12	416
1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	14	419
0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	420
1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	8	421
1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	12	422
0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	6	423
1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	14	424
1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	8	425
0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	426
1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	13	427
0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	3	428
1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	8	429
1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	12	430
1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	15	431
0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	2	432
1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	11	433
0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	5	434
1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	10	435
1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	8	436
0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	2	437
1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	8	438
0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	439
1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	12	440
0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7	441
1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	8	442
1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	11	443
0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	3	444
1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	13	445
1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	9	446
1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	11	447
1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	10	448
1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	11	449
1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	10	450
1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	8	451
0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	2	452
0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	453
0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	454
1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	10	455
0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	456
0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	457
0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	2	458
1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	10	459
1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	10	460
0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	2	461
1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	9	462
1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	12	463
0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	4	465
1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	10	466
0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	3	467
1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	11	468
1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	14	470
1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	8	471
1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	10	472
1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	13	473
0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	5	474
1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	0	9	475
0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	3	476
0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	7	477
0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	478
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	8	479
1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	9	480
0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	3	482
1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	8	483
0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	2	486
0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	487
1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	13	488
1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	13	489
1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	11	490
0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	5	491
0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	3	492
0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	5	493
0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	5	494
0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	2	495
1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	9	496
0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	497
1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	9	498
1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	14	499
0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	7	500
1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	13	501
1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	8	502
0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	4	503
1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	8	504
0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	505
1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	14	506
0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	507
1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	9	509
1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	12	510
0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	5	512
1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	10	513
1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	11	514
0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	7	515
1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	14	516
0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	517
0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	3	518
1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	8	520
1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	11	521
0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	3	523
0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	6	525
0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	3	526
0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	528
1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	15	529
0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	530
0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	531
0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	532
0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	533
0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	6	534
0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	4	535
1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	15	536
1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	15	537
1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	11	538
1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	14	539
0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	7	540
0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	7	541
0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	2	542
0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	2	543
0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	4	544
0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	545
1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	13	546
0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	547
1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	12	548
0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	549
0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	550
0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	3	551
0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	552
1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	11	554
0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	6	555
0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	7	556
0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	6	557
0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	558
0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	559
1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	13	560
1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	15	562
0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	6	563
1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	14	565
1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	10	566
0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	6	567
1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	9	568
1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	13	569
0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	5	570
0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	574
0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	6	575
1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	9	576
0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	4	577
0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	3	578
0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	3	579
0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	6	580
0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	581
1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	9	582
1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	9	584
1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	14	585
1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	10	587
0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	2	588
1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	13	589
0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	590
0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	4	591
0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	5	592
0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	2	593
1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	8	594
0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	595
0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	2	596
0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	2	597
1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	12	598
0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	2	599
0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	4	600
0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	601
1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	12	602
0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	6	603
0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	604
0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	5	605
0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	5	606
0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	4	607
0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	3	608
1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	12	609
1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	13	611
1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	9	612
1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	12	613
1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	9	614
1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	14	615
0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	616
1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	14	617
0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	618
1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	15	620
1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	10	622
0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	3	623
1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	13	624
1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	8	625
0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	626
0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	6	627
0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	2	628
0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	629
0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	3	630
1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	8	631
1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	15	632
0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	2	633
0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	7	634
0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	6	635
0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	636
1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	9	637
1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	13	638
1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	11	639
1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	9	640
1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	11	641
1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	14	642
0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	7	643
0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	6	645
0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	2	646
1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	11	647
0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	4	648
1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	13	649
0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	5	650
1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	14	651
0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	2	652
1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	8	653
1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	10	655
0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	656
0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	657
0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	5	658
0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	6	659
1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	15	660
1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	10	661
0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	7	662
0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	5	663
1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	9	664
1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	9	665
0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	2	666
1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	12	667
1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	668
1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	15	669
0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	671
1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	12	672
1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	11	673
0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	7	674
0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	5	675
1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	8	676
0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	677
1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	13	678
